roundStartTime,opAverageDurationInRound
70787414820184,117163
70787532543209,118374
70787651485421,118574
70787770634647,117942
70787889141071,118182
70788007919070,116485
70788124982319,117481
70788243023286,117675
70788361297470,116954
70788478797363,116972
70788596356032,117812
70788714750044,117173
70788832510205,118312
70788951820001,118299
70789070684044,117258
70789188512778,117925
70789307039598,117398
70789425027771,117852
70789543486769,117825
70789661877026,118283
70789780756261,118444
70789899766021,118157
70790018500435,117929
70790137005811,118269
70790255845359,117583
70790373992744,117414
70790491994506,116914
70790609465743,117733
70790727758061,117180
70790845497455,118503
70790964561837,117612
70791082728203,117727
70791201043130,117452
70791319062037,116790
70791436412672,117322
70791554280660,116514
70791671363202,117453
70791789407588,118478
70791908495445,116963
70792026022040,117872
70792144488666,117985
70792263070531,117992
70792381634640,117376
70792499556510,117614
70792617764024,116898
70792735217539,117485
70792853295208,117732
70792971575327,117446
70793089620040,118135
70793208325549,117845
70793326776897,116808
70793444167366,117965
70793562727139,118432
70793681741960,118190
70793800503500,117182
70793918251434,117513
70794036380840,117606
70794154575011,116908
70794272068520,117341
70794390010457,118337
70794508969951,118099
70794627667912,118792
70794747083480,119371
70794867073558,118923
70794986598952,118738
70795105924163,118446
70795224978258,118635
70795344192968,118741
70795463514737,118736
70795582823727,118808
70795702209920,119145
70795821954795,119437
70795941980455,118441
70796061013839,118530
70796180134076,118216
70796298920629,119279
70796418818318,118768
70796538183301,118363
70796657132660,118396
70796776109629,119072
70796895791652,119267
70797015659003,119013
70797135278030,118047
70797253946904,118387
70797372935340,117542
70797491098332,117512
70797609188341,118660
70797728476258,118813
70797847843497,117817
70797966248170,117785
70798088190764,125178
70798214026030,118435
70798333051871,118358
70798451973596,124148
70798576683458,119109
70798696394009,120070
70798820167860,118891
70798939690592,121266
70799061546954,118788
70799180896949,117609
70799299063631,118140
70799417829414,118535
70799536928554,117946
70799655453845,119229
70799775271486,121328
70799897175329,119140
70800016892482,118702
70800136191763,117935
70800254693505,118412
70800373657232,118952
70800493170266,118375
70800612112937,117923
70800730649717,118380
70800849586708,118442
70800968601316,118130
70801087291511,118404
70801206265845,118697
70801325530496,118208
70801444321620,118449
70801563357171,119326
70801683278219,119189
70801803028259,119839
70801923426484,118732
70802042716493,118351
70802161641096,117909
70802280130809,118090
70802398778875,118401
70802517702116,118154
70802636440072,118478
70802755503011,118098
70802874150742,118193
70802992931421,117861
70803111360002,118877
70803230826018,117871
70803349282747,118022
70803467840822,118807
70803587215093,118357
70803706159848,118894
70803825612690,119609
70803945785468,119150
70804065529637,118926
70804185028639,118221
70804303839248,118551
70804422969798,118676
70804542215259,117797
70804660594165,118143
70804779325057,117721
70804897626354,117692
70805015899110,117757
70805134230205,118225
70805253056774,118351
70805372014395,117964
70805490599064,117377
70805608546613,117961
70805727101884,118721
70805846383528,118708
70805965683867,117467
70806083720630,118404
70806202725144,117947
70806321257270,117779
70806439602173,116987
70806557147317,118568
70806676312728,117910
70806794862263,117607
70806913049494,118625
70807032251952,118001
70807150863100,117778
70807269225077,118716
70807388545440,118646
70807507759358,117467
70807625792514,118304
70807744691599,118115
70807863406859,118571
70807982558350,117622
70808100741691,117676
70808219007868,117944
70808337542043,117460
70808455553824,117476
70808573594632,117759
70808691925632,118093
70808810608816,118177
70808929355841,118533
70809048498712,118162
70809167301961,118474
70809286360893,118967
70809405926472,117799
70809524301462,117653
70809642517784,118949
70809762061148,118420
70809881079778,118660
70810000336227,118739
70810119656676,118240
70810238469961,117622
70810356688677,118200
70810475484239,117319
70810593381081,117773
70810711742997,117294
70810829620829,117728
70810947921478,117682
70811066178768,117577
70811184334851,119655
70811304584031,118902
70811424083556,116848
70811541510480,117345
70811659481145,117859
70811777973264,118176
70811896749570,117942
70812015308644,118153
70812134068436,118276
70812252936557,118409
70812371950580,117867
70812490422235,117965
70812608971571,117917
70812727510307,118196
70812846310222,117223
70812964129255,117149
70813081867352,117408
70813199846964,117974
70813318414132,118838
70813437834225,118126
70813556594291,118247
70813675414614,118336
70813794329317,118547
70813913688542,118180
70814032470642,118282
70814151362995,118339
70814270329337,118349
70814389285914,117815
70814507703581,118702
70814627007092,119640
70814747244701,119361
70814867181930,118864
70814986619565,118853
70815106068215,119091
70815225753871,118369
70815344718503,118533
70815463834292,117757
70815582150348,118057
70815700787701,118862
70815820236889,119161
70815940018129,118713
70816059326778,117880
70816177810066,117546
70816295911166,117627
70816414111703,118219
70816532887976,117232
70816650687140,119153
70816770512707,118230
70816893367252,118186
70817012144336,118619
70817131353569,118758
70817250734095,117488
70817368727568,118075
70817487367664,118771
70817606705137,118510
70817725776524,118129
70817844446248,118455
70817963461227,117668
70818081660011,117813
70818200034099,118094
70818318698524,117312
70818436543007,117679
70818554771526,117227
70818672537449,118421
70818791532804,119006
70818911079948,118010
70819029654750,117103
70819147325700,118836
70819266769158,117965
70819385287835,117784
70819503632946,117776
70819621996712,119004
70819741558494,117222
70819859370603,118699
70819978623379,117703
70820096880179,117843
70820215302101,119094
70820334982608,118336
70820453896251,118729
70820573220505,119475
70820693282818,119074
70820812905878,119139
70820932602198,118170
70821051374826,119197
70821171140007,119184
70821290897679,118646
70821410095550,118620
70821529313791,118350
70821648227090,118842
70821767641093,117586
70821885790917,117943
70822004320343,117038
70822121925354,117537
70822240062654,117198
70822357829750,117322
70822475719587,117581
70822593864042,116636
70822711064600,118281
70822829893244,118404
70822948882208,118382
70823067828851,118402
70823186801782,117759
70823305138215,117132
70823422846067,117636
70823541040870,118738
70823660376716,118717
70823779662903,117749
70823897988474,117767
70824016332912,117655
70824134572728,117301
70824252468864,118343
70824371392302,118427
70824490380839,117828
70824608798380,117881
70824727245719,118010
70824845797630,117828
70824964184075,118472
70825083203436,117937
70825201692212,117309
70825319579168,117005
70825437168102,116329
70825554082478,116846
70825671481218,116864
70825788895381,115906
70825905371202,117509
70826023443003,116331
70826140372167,117365
70826258320996,116633
70826375533900,116598
70826492673613,116916
70826610174216,117767
70826728543588,116252
70826845334028,117410
70826963302838,116046
70827079867171,117035
70827197427358,117405
70827315415970,118344
70827434372384,117603
70827552528620,118172
70827671241057,119147
70827790950517,117449
70827909002385,118597
70828028196620,118021
70828146786546,118043
70828265394816,118796
70828384733331,118399
70828503681402,118258
70828622526805,118510
70828741609943,118297
70828860506505,118219
70828979330651,118431
70829098354958,118434
70829217375553,117608
70829335593824,117983
70829454131794,118101
70829572781834,118063
70829691448795,118214
70829810220870,118000
70829928795282,117808
70830047201544,118084
70830165868925,118406
70830284857099,118596
70830404042196,117965
70830522578673,116797
70830639975624,117692
70830758230501,118209
70830877038554,117123
70830994721255,116230
70831111490762,116697
70831228741657,116448
70831345761766,115678
70831461992128,116116
70831578668455,116275
70831695504954,116919
70831813012433,116631
70831930222994,117384
70832048193720,116281
70832165055281,117327
70832282990505,116815
70832400384983,116493
70832517460889,116758
70832634772149,129155
70832764507540,117102
70832882171000,116624
70832999415363,117082
70833117079934,117170
70833234824464,116579
70833352021939,118053
70833470680489,117843
70833589118593,118365
70833708102772,118646
70833827358687,118236
70833946177693,118219
70834064997736,117955
70834183579083,118431
70834302585984,118067
70834421252920,118900
70834540733411,117805
70834659128767,117868
70834777603158,118430
70834896609523,117782
70835014983335,117905
70835133472600,117498
70835251577509,117735
70835369884588,117347
70835487802707,117850
70835606237709,117858
70835724672437,118306
70835843577696,117472
70835961627405,117590
70836079791662,117469
70836197832197,117679
70836316146673,117812
70836434547667,119237
70836554410194,118291
70836673371484,118717
70836792637995,118382
70836911661619,117577
70837029835347,118307
70837148768712,118844
