roundStartTime,opAverageDurationInRound
71615785737822,1131852
71616921504965,1130733
71618056300250,1131868
71619188900445,1132576
71620322177926,1136992
71621459865506,1133395
71622593960646,1130716
71623725360781,1132516
71624858551393,1134232
71625993448136,1129226
71627123341307,1116817
71628240840036,1130235
71629371730271,1121984
71630494393083,1126886
71631621931410,1130776
71632753385166,1126729
71633880798598,1126935
71635008416369,1126113
71636135275027,1130969
71637266959398,1123761
71638391416447,1127836
71639519937087,1131299
71640651975745,1132633
71641785284143,1127303
71642913269834,1127614
71644041565049,1129216
71645171464536,1129044
71646301183617,1127666
71647429536061,1130341
71648560551583,1127780
71649689021234,1122687
71650812409938,1115446
71651928529014,1124756
71653053971623,1123961
71654178621261,1127448
71655306781740,1126014
71656433489817,1129534
71657563745502,1120186
71658684605140,1123699
71659809551228,1132382
71660942603308,1123667
71662067223980,1127048
71663194980239,1127424
71664323060783,1129964
71665453700615,1120822
71666575163295,1124844
71667700684223,1128041
71668829411336,1125444
71669955517753,1125228
71671081413769,1125445
71672207562759,1124461
71673332699972,1130034
71674463400980,1127716
71675591800076,1127950
71676720457417,1126384
71677847502878,1127300
71678975454671,1127506
71680103660280,1128274
71681232594102,1123002
71682356271907,1120383
71683477357135,1126418
71684606505980,1127496
71685734693334,1127291
71686862686707,1126939
71687990314532,1125370
71689116373897,1124049
71690241077363,1128797
71691370540517,1130611
71692501817070,1125005
71693627484336,1121601
71694749740917,1129925
71695880337446,1129351
71697010355523,1129685
71698140841078,1127417
71699268933840,1124031
71700393628353,1125013
71701520237164,1126111
71702649365373,1119753
71703769790323,1118611
71704889078236,1126204
71706015945998,1125559
71707142163055,1130096
71708272909663,1129983
71709403568845,1126738
71710530997363,1119657
71711651371988,1127263
71712779311682,1126030
71713906019118,1123676
71715030357586,1126833
71716157864618,1129647
71717288178677,1131789
71718420617660,1131777
71719553045221,1127609
71720681331098,1129431
71721811431588,1126465
71722938548815,1128720
71724067947674,1128205
71725196792040,1127761
71726325210431,1128958
71727454854760,1121248
71728577215433,1122967
71729700857448,1128122
71730829697025,1128382
71731958730613,1129097
71733088437762,1124825
71734213891612,1130352
71735344921017,1128607
71736474189838,1135736
71737610582176,1133832
71738745071929,1128195
71739873931971,1121487
71740996116717,1123884
71742120663888,1129926
71743251231242,1129122
71744381045189,1131112
71745512811160,1126443
71746639946861,1127792
71747768406092,1119261
71748888312519,1128135
71750017131059,1128278
71751146050697,1129703
71752276443524,1128541
71753405639615,1127619
71754533910361,1128054
71755662613352,1125161
71756788913354,1127572
71757917586222,1128653
71759046938584,1124417
71760172073248,1126577
71761299825147,1123476
71762423973799,1123918
71763548576698,1126811
71764676026276,1129745
71765806415142,1130318
71766937382235,1128732
71768066830844,1124879
71769192372356,1126961
71770320001710,1122960
71771443632783,1124645
71772568962719,1116508
71773686131183,1125982
71774812761801,1132423
71775945867707,1131596
71777078151605,1131709
71778210521632,1126751
71779337940273,1132901
71780471520682,1127790
71781599960488,1125968
71782726598122,1126029
71783853259196,1130037
71784983966880,1127157
71786111771366,1125295
71787237698825,1124441
71788362819287,1125445
71789488925265,1128707
71790618258367,1133441
71791752335409,1130932
71792883931336,1129517
71794014100288,1125161
71795139887176,1126495
71796267043790,1122571
71797390247258,1126625
71798517531526,1123638
71799641841126,1129928
71800772464230,1126538
71801899654782,1121133
71803021447113,1126538
71804148656611,1128763
71805278082762,1132265
71806411010573,1128744
71807540441865,1130762
71808671893859,1120798
71809793363974,1130251
71810924283397,1130628
71812055546565,1132247
71813188448498,1130012
71814319138765,1130265
71815450050856,1130371
71816581090070,1137104
71817718847335,1136489
71818859563773,1129406
71819989644074,1130030
71821120409275,1129159
71822250199276,1129764
71823380617299,1128201
71824509448761,1128819
71825638962931,1128692
71826768290182,1128845
71827897796933,1132262
71829030715349,1125883
71830157279570,1118216
71831276167117,1123559
71832400396421,1124038
71833525073107,1121525
71834647279087,1129078
71835777029258,1130472
71836908166457,1129455
71838038306563,1120852
71839159829435,1133374
71840293887640,1130562
71841425830866,1131808
71842558341665,1129932
71843688936661,1129745
71844819335768,1129410
71845949439547,1127776
71847077868161,1130765
71848209357628,1130745
71849341590329,1128745
71850471025792,1130992
71851602685780,1124939
71852728270520,1122311
71853851219896,1124820
71854976673208,1123713
71856101019659,1121288
71857222912776,1128512
71858352047198,1129365
71859482071800,1124281
71860606990278,1128465
71861736151676,1128993
71862865766685,1132234
71863998652735,1120528
71865119813972,1126083
71866246541586,1129471
71867376664837,1122880
71868500216879,1121700
71869622547331,1125995
71870749182469,1125011
71871874842337,1125536
71873001027866,1121946
71874123610263,1122560
71875246801950,1121927
71876369383228,1122375
71877492411099,1125338
71878618369831,1125194
71879744213347,1123374
71880868236209,1124403
71881993304731,1122275
71883116254423,1128777
71884245678906,1118423
71885364748909,1120925
71886486348124,1125899
71887612916236,1122626
71888736218063,1123412
71889860274241,1120080
71890981004943,1120347
71892101987908,1115217
71893217852606,1124741
71894343266337,1125071
71895469005131,1131243
71896600876522,1128606
71897730152861,1127446
71898858267636,1130511
71899989431191,1130907
71901121004638,1125789
71902247450431,1121254
71903369366948,1129214
71904499205836,1128142
71905628001155,1130173
71906758838022,1128822
71907888279038,1127963
71909016906018,1129525
71910147124017,1131737
71911279502779,1130873
71912411048554,1129278
71913540980601,1130198
71914671819984,1131717
71915804214823,1129551
71916934450614,1121947
71918057059493,1127482
71919185161726,1122748
71920308568748,1129579
71921438806269,1128904
71922568413951,1125144
71923694210510,1127859
71924822713334,1130069
71925953428237,1128443
71927082535528,1131212
71928214426292,1128562
71929343668096,1125376
71930469701287,1125118
71931595477381,1130016
71932726157606,1125934
71933852775173,1125850
71934979291821,1125956
71936105914165,1128889
71937235488807,1125252
71938361395007,1124404
71939486460826,1127110
71940614228947,1123044
71941737918449,1121796
71942860383838,1121569
71943982604643,1122086
71945105328341,1124521
71946230508027,1126844
71947358060329,1128218
71948486925963,1124558
71949612150550,1118037
71950730845092,1124667
71951856204006,1124760
71952981677146,1115265
71954097605497,1123075
71955221352748,1127489
71956349505231,1122684
71957472845515,1122862
71958596380620,1129566
71959726612683,1126284
71960853548480,1122654
71961976874769,1127193
71963104698908,1127730
71964233091755,1127220
71965361411673,1125282
71966487343889,1124929
71967612900830,1126074
71968739632573,1126974
71969867243806,1119981
71970987892338,1124031
71972112588707,1124579
71973237804273,1126091
71974364515771,1127471
71975492640169,1125754
71976619061315,1130902
71977750583127,1124917
71978876150221,1123414
71980000236378,1123844
71981124738646,1122403
71982247782760,1118002
71983366444553,1124314
71984491416417,1126504
71985618571327,1123616
71986742811352,1127044
71987870510956,1126816
71988997991174,1129013
71990127665787,1127477
71991255827857,1129260
71992385758664,1125966
71993512366112,1127196
71994640211004,1130595
71995771488247,1132144
71996904340761,1136111
71998041109118,1130322
71999172101450,1130047
72000302831229,1127005
72001430485083,1130605
72002561764439,1129971
72003692380046,1131028
72004824079761,1123196
72005947931758,1127971
72007076547789,1125979
72008203167270,1128458
72009332262321,1129706
72010462649706,1121248
72011584543034,1124791
72012710001249,1128266
72013838938294,1127479
72014967061832,1127618
72016095332091,1127877
72017223860880,1128146
72018352635502,1131259
72019484573205,1132097
72020617322321,1130305
72021748251276,1130608
72022879533219,1127689
72024007849153,1128089
72025136569751,1126504
72026263750538,1122266
72027386645440,1125154
72028512457073,1123568
72029636661131,1127195
72030768196705,1131310
72031900224314,1126661
72033027517324,1122477
72034150618234,1125357
72035276599156,1130516
72036410852877,1132094
72037543627723,1132093
72038676416236,1119266
72039796333890,1129651
72040926620911,1126244
72042053512606,1124595
72043178781176,1127170
72044306673239,1124298
72045431612253,1128913
72046561151498,1124628
72047686426358,1124201
72048811303707,1120116
72049932078225,1120106
72051052867530,1129403
72052182929613,1130554
72053314139835,1127462
72054442285444,1129101
72055572049320,1128645
72056701402338,1123758
72057825789528,1128143
72058954596325,1126410
72060081676743,1123206
72061205575765,1127046
72062333280849,1128590
72063462533886,1122145
72064585378423,1123653
72065709715064,1119118
72066829488858,1126919
72067957043949,1126128
72069083776132,1125614
72070210021847,1119104
72071329785879,1122576
72072453037073,1121738
72073575424734,1118674
72074694741420,1130071
72075825489327,1127914
72076954050308,1133928
72078088632737,1130218
72079219502910,1129189
72080349372566,1130339
72081480363886,1129185
72082610177042,1126255
72083737082621,1126418
72084864184734,1125683
72085990497784,1124320
72087115459355,1125516
72088241623051,1128235
72089370516514,1128995
72090500153778,1125765
72091626552941,1125997
72092753202353,1125458
72093879302847,1129721
72095009679478,1127272
72096137597199,1127112
72097265363612,1121557
72098387543394,1122631
72099510908218,1119487
72100631024034,1123230
72101754896759,1125125
72102880665427,1122179
72104003474904,1125030
72105129139880,1122201
72106251976105,1122443
72107375023530,1127295
72108502954663,1121476
72109625084954,1119399
72110745113382,1121845
72111867577179,1123365
72112991554415,1121894
72114114073985,1116900
72115231603751,1122997
72116355246734,1122780
72117478661040,1124690
72118604005468,1123781
72119728418588,1122725
72120851786526,1122920
72121975430445,1123554
72123099655149,1124927
72124225218757,1121064
72125346965946,1122975
72126470579910,1123385
72127594625753,1121846
72128717147356,1121070
72129838852992,1120314
72130959818964,1122039
72132082510138,1128534
72133211715232,1126879
72134339241847,1121820
72135461774787,1121757
72136584488539,1124209
72137709354343,1117045
72138827068681,1122060
72139949761053,1122666
72141073043879,1124780
72142198459330,1119186
72143318279825,1124706
72144443616475,1122058
72145566283278,1121419
72146688335896,1123883
72147812856977,1123136
72148936617939,1123946
72150061187836,1127508
72151189334565,1124045
72152314053610,1123253
72153437923943,1125221
72154563808976,1126757
72155691217429,1129166
72156821012190,1125062
72157946693909,1124976
72159072345266,1123442
72160196445518,1121723
72161318799046,1116973
72162436405761,1115026
72163552102711,1121571
72164674305155,1124263
72165799229751,1120136
72166920001121,1123974
72168044597429,1118251
72169163497408,1113845
72170277989707,1120875
72171399481095,1119114
72172519236686,1125775
72173645642696,1128244
72174774541222,1125866
72175901039019,1122172
72177023834420,1122464
72178146946821,1122711
72179270331641,1122977
72180393970271,1126032
72181520664291,1121459
72182642751093,1112656
72183756073691,1121572
72184878314284,1116930
72185995878124,1118372
72187114898677,1121087
72188236650068,1122056
72189359354031,1118895
72190478893493,1118196
72191597731020,1112527
72192710907752,1113337
72193824887097,1122824
72194948370245,1124359
72196073378015,1123056
72197197083234,1127679
72198325423755,1129807
72199455912254,1124155
72200580694568,1125654
72201706986287,1118842
72202826488205,1120644
72203947733775,1118655
72205067040187,1125921
72206193628986,1120492
72207314819177,1119945
72208435374306,1120909
72209556889644,1119247
72210676752897,1115306
72211792711569,1123107
72212916424267,1125617
72214042716226,1121104
72215164472739,1118333
72216283450930,1119916
72217404037396,1117393
72218522073160,1125651
72219648334021,1126541
72220775520505,1123136
72221899309607,1126307
72223026270794,1126920
72224153845080,1126186
72225280678459,1135785
72226417100324,1127716
72227545494580,1127891
72228674034611,1127014
72229801701880,1129311
72230935814028,1125825
72232062311118,1125704
72233188706827,1126396
72234315754083,1124542
72235440927142,1123574
72236565160644,1123068
72237688841237,1124926
72238814387716,1128574
72239943625716,1123897
72241068162328,1117881
72242186679776,1118687
72243306019889,1123029
72244429674760,1119681
72245549983618,1123076
72246673684358,1122352
72247796668184,1121282
72248918591667,1125219
72250044462626,1117515
72251162641817,1125307
72252288597469,1123558
72253412816503,1121721
72254535197645,1124232
72255660110819,1127003
72256787761941,1121140
72257909541938,1115366
72259025563118,1127990
72260154211587,1126341
72261281177979,1126147
72262407989504,1124306
72263532909398,1124380
72264657947813,1123033
72265781602299,1123493
72266905737269,1127409
72268033805039,1129563
72269164005700,1128269
72270292972493,1132420
72271426055482,1130253
72272556974215,1127094
72273684715397,1130674
72274816114401,1128137
72275944897142,1127543
72277073071444,1120850
72278194561448,1127065
72279322283605,1126449
72280449360470,1126416
72281576410808,1123542
72282700584664,1123655
72283824907991,1129346
72284954910878,1122910
72286078475519,1126172
72287205304471,1129662
72288335622495,1124514
72289460803159,1129518
72290590960858,1130788
72291722389655,1131550
72292854568707,1128607
72293983840894,1122892
72295107374914,1124528
72296232521132,1123125
72297356270430,1121958
72298478837703,1120798
72299600261872,1119221
72300720159066,1128053
72301848839545,1135506
72302984973100,1128858
72304114444043,1126609
72305241708182,1120398
72306362704622,1124517
72307487876915,1121872
72308610381617,1116664
72309727675694,1118051
72310846366138,1119248
72311966251711,1126406
72313093338383,1115600
72314209579624,1122133
72315332348954,1124820
72316457841474,1122367
72317580843069,1117171
72318698661344,1125909
72319825209773,1130929
72320956768896,1123665
72322081102328,1121143
72323202900570,1126619
72324330138894,1120018
72325450780356,1122784
72326574203660,1124678
72327699546935,1117855
72328818062616,1123083
72329941806230,1126881
72331069322235,1125872
72332195827102,1125934
72333322421668,1115114
72334438172574,1116836
72335555670938,1116675
72336672984761,1125453
72337799068817,1120515
72338920213745,1118643
72340039471120,1115623
72341155708096,1117051
72342273400325,1118757
72343392794337,1122938
72344516371564,1124786
72345641797858,1121300
72346763711824,1122983
72347887342752,1122481
72349010458660,1126597
72350137709265,1116215
72351254578857,1122432
72352377656377,1126079
72353504387272,1127806
72354632827344,1129192
72355762643009,1126811
72356890136725,1127904
72358018680919,1128476
72359147839280,1125198
72360273679211,1117120
72361391425061,1126893
72362518933050,1125056
72363644613374,1125122
72364770367502,1122302
72365893363340,1121914
72367015906756,1118931
72368135477063,1119371
72369255483398,1124127
72370380272663,1121111
72371502047660,1128537
72372631248545,1120464
72373752369029,1122681
72374875675053,1127549
72376003857080,1123885
72377128395341,1117785
72378246842484,1125849
72379373358659,1124213
72380498233200,1127052
72381625924367,1131976
72382758531150,1129063
72383888285048,1129733
72385018664296,1124311
72386143585641,1117188
72387261403404,1127131
72388389200247,1129685
72389519573482,1128312
72390648528076,1126710
72391778062046,1123447
72392902154491,1121182
72394023975878,1113353
72395137975118,1117247
72396255824818,1116778
72397373214878,1121534
72398495380157,1123038
72399619056836,1128662
72400748387365,1125632
72401874696171,1124889
72403000242467,1122179
72404123044041,1120278
72405243986106,1124106
72406368761455,1123147
72407492556087,1124189
72408617390687,1126334
72409744414179,1130299
72410875372980,1123118
72411999130371,1128297
72413128086581,1126296
72414255031077,1119133
72415374819139,1118374
72416493814037,1112493
72417607002084,1111389
72418719077632,1112426
72419832162610,1111542
72420944431088,1107625
72422052707302,1111205
72423164552694,1118727
